icd10_code,icdo3_code
C11,8001/3
C11,8002/3
C11,8003/3
C11,8004/3
C11,8005/3
C11,8010/2
C11,8010/3
C11,8011/3
C11,8012/3
C11,8013/3
C11,8014/3
C11,8015/3
C11,8020/3
C11,8021/3
C11,8022/3
C11,8030/3
C11,8031/3
C11,8032/3
C11,8033/3
C11,8034/3
C11,8035/3
C11,8041/3
C11,8043/3
C11,8050/2
C11,8050/3
C11,8051/3
C11,8052/2
C11,8052/3
C11,8070/2
C11,8070/3
C11,8071/3
C11,8072/3
C11,8073/3
C11,8074/3
C11,8075/3
C11,8076/2
C11,8076/3
C11,8078/3
C11,8081/2
C11,8082/3
C11,8083/3
C11,8084/3
C11,8120/2
C11,8120/3
C11,8121/3
C11,8122/3
C11,8123/3
C11,8124/3
C11,8140/2
C11,8140/3
C11,8141/3
C11,8143/3
C11,8147/3
C11,8200/3
C11,8201/2
C11,8201/3
C11,8255/3
C11,8260/3
C11,8261/2
C11,8261/3
C11,8262/3
C11,8263/2
C11,8263/3
C11,8310/3
C11,8430/3
C11,8480/3
C11,8481/3
C11,8720/2
C11,8720/3
C11,8721/3
C11,8722/3
C11,8723/3
C11,8730/3
C11,8743/3
C11,8745/3
C11,8746/3
C11,8770/3
C11,8771/3
C11,8772/3
C11,8800/3
C11,8801/3
C11,8802/3
C11,8803/3
C11,8804/3
C11,8805/3
C11,8806/3
C11,8810/3
C11,8811/3
C11,8813/3
C11,8814/3
C11,8815/3
C11,8825/3
C11,8900/3
C11,8901/3
C11,8902/3
C11,8910/3
C11,8912/3
C11,8940/3
C11,8941/3
C11,8980/3
C11,8981/3
C11,8982/3
C11,9070/3
C11,9071/3
C11,9072/3
C11,9140/3
C11,9370/3
C11,9371/3
C11,9372/3
C11,9590/3
C11,9591/3
C11,9596/3
C11,9650/3
C11,9651/3
C11,9652/3
C11,9653/3
C11,9654/3
C11,9655/3
C11,9659/3
C11,9661/3
C11,9662/3
C11,9663/3
C11,9664/3
C11,9665/3
C11,9667/3
C11,9670/3
C11,9671/3
C11,9673/3
C11,9675/3
C11,9680/3
C11,9684/3
C11,9687/3
C11,9688/3
C11,9690/3
C11,9691/3
C11,9695/3
C11,9698/3
C11,9699/3
C11,9701/3
C11,9702/3
C11,9705/3
C11,9714/3
C11,9715/3
C11,9719/3
C11,9724/3
C11,9727/3
C11,9728/3
C11,9729/3
C11,9731/3
C11,9734/3
C11,9735/3
C11,9737/3
C11,9738/3
C11,9740/3
C11,9741/3
C11,9749/3
C11,9750/3
C11,9751/3
C11,9754/3
C11,9755/3
C11,9756/3
C11,9757/3
C11,9758/3
C11,9759/3
C11,9766/3
C11,9811/3
C11,9812/3
C11,9813/3
C11,9814/3
C11,9815/3
C11,9816/3
C11,9817/3
C11,9818/3
C11,9819/3
C11,9823/3
C11,9831/3
C11,9837/3
C11,9965/3
C11,9967/3
C11,9971/3
C11,9975/3
C11.0,8000/3
C11.0,8001/3
C11.0,8002/3
C11.0,8003/3
C11.0,8004/3
C11.0,8005/3
C11.0,8010/2
C11.0,8010/3
C11.0,8011/3
C11.0,8012/3
C11.0,8013/3
C11.0,8014/3
C11.0,8015/3
C11.0,8020/3
C11.0,8021/3
C11.0,8022/3
C11.0,8030/3
C11.0,8031/3
C11.0,8032/3
C11.0,8033/3
C11.0,8034/3
C11.0,8035/3
C11.0,8041/3
C11.0,8043/3
C11.0,8050/2
C11.0,8050/3
C11.0,8051/3
C11.0,8052/2
C11.0,8052/3
C11.0,8070/2
C11.0,8070/3
C11.0,8071/3
C11.0,8072/3
C11.0,8073/3
C11.0,8074/3
C11.0,8075/3
C11.0,8076/2
C11.0,8076/3
C11.0,8078/3
C11.0,8081/2
C11.0,8082/3
C11.0,8083/3
C11.0,8084/3
C11.0,8120/2
C11.0,8120/3
C11.0,8121/3
C11.0,8122/3
C11.0,8123/3
C11.0,8124/3
C11.0,8140/2
C11.0,8140/3
C11.0,8141/3
C11.0,8143/3
C11.0,8147/3
C11.0,8200/3
C11.0,8201/2
C11.0,8201/3
C11.0,8255/3
C11.0,8260/3
C11.0,8261/2
C11.0,8261/3
C11.0,8262/3
C11.0,8263/2
C11.0,8263/3
C11.0,8310/3
C11.0,8430/3
C11.0,8480/3
C11.0,8481/3
C11.0,8720/2
C11.0,8720/3
C11.0,8721/3
C11.0,8722/3
C11.0,8723/3
C11.0,8730/3
C11.0,8743/3
C11.0,8745/3
C11.0,8746/3
C11.0,8770/3
C11.0,8771/3
C11.0,8772/3
C11.0,8800/3
C11.0,8801/3
C11.0,8802/3
C11.0,8803/3
C11.0,8804/3
C11.0,8805/3
C11.0,8806/3
C11.0,8810/3
C11.0,8811/3
C11.0,8813/3
C11.0,8814/3
C11.0,8815/3
C11.0,8825/3
C11.0,8900/3
C11.0,8901/3
C11.0,8902/3
C11.0,8910/3
C11.0,8912/3
C11.0,8940/3
C11.0,8941/3
C11.0,8980/3
C11.0,8981/3
C11.0,8982/3
C11.0,9070/3
C11.0,9071/3
C11.0,9072/3
C11.0,9140/3
C11.0,9370/3
C11.0,9371/3
C11.0,9372/3
C11.0,9590/3
C11.0,9591/3
C11.0,9596/3
C11.0,9650/3
C11.0,9651/3
C11.0,9652/3
C11.0,9653/3
C11.0,9654/3
C11.0,9655/3
C11.0,9659/3
C11.0,9661/3
C11.0,9662/3
C11.0,9663/3
C11.0,9664/3
C11.0,9665/3
C11.0,9667/3
C11.0,9670/3
C11.0,9671/3
C11.0,9673/3
C11.0,9675/3
C11.0,9680/3
C11.0,9684/3
C11.0,9687/3
C11.0,9688/3
C11.0,9690/3
C11.0,9691/3
C11.0,9695/3
C11.0,9698/3
C11.0,9699/3
C11.0,9701/3
C11.0,9702/3
C11.0,9705/3
C11.0,9714/3
C11.0,9715/3
C11.0,9719/3
C11.0,9724/3
C11.0,9727/3
C11.0,9728/3
C11.0,9729/3
C11.0,9731/3
C11.0,9734/3
C11.0,9735/3
C11.0,9737/3
C11.0,9738/3
C11.0,9740/3
C11.0,9741/3
C11.0,9749/3
C11.0,9750/3
C11.0,9751/3
C11.0,9754/3
C11.0,9755/3
C11.0,9756/3
C11.0,9757/3
C11.0,9758/3
C11.0,9759/3
C11.0,9766/3
C11.0,9811/3
C11.0,9812/3
C11.0,9813/3
C11.0,9814/3
C11.0,9815/3
C11.0,9816/3
C11.0,9817/3
C11.0,9818/3
C11.0,9819/3
C11.0,9823/3
C11.0,9831/3
C11.0,9837/3
C11.0,9965/3
C11.0,9967/3
C11.0,9971/3
C11.0,9975/3
C11.1,8000/3
C11.1,8001/3
C11.1,8002/3
C11.1,8003/3
C11.1,8004/3
C11.1,8005/3
C11.1,8010/2
C11.1,8010/3
C11.1,8011/3
C11.1,8012/3
C11.1,8013/3
C11.1,8014/3
C11.1,8015/3
C11.1,8020/3
C11.1,8021/3
C11.1,8022/3
C11.1,8030/3
C11.1,8031/3
C11.1,8032/3
C11.1,8033/3
C11.1,8034/3
C11.1,8035/3
C11.1,8041/3
C11.1,8043/3
C11.1,8050/2
C11.1,8050/3
C11.1,8051/3
C11.1,8052/2
C11.1,8052/3
C11.1,8070/2
C11.1,8070/3
C11.1,8071/3
C11.1,8072/3
C11.1,8073/3
C11.1,8074/3
C11.1,8075/3
C11.1,8076/2
C11.1,8076/3
C11.1,8078/3
C11.1,8081/2
C11.1,8082/3
C11.1,8083/3
C11.1,8084/3
C11.1,8120/2
C11.1,8120/3
C11.1,8121/3
C11.1,8122/3
C11.1,8123/3
C11.1,8124/3
C11.1,8140/2
C11.1,8140/3
C11.1,8141/3
C11.1,8143/3
C11.1,8147/3
C11.1,8200/3
C11.1,8201/2
C11.1,8201/3
C11.1,8255/3
C11.1,8260/3
C11.1,8261/2
C11.1,8261/3
C11.1,8262/3
C11.1,8263/2
C11.1,8263/3
C11.1,8310/3
C11.1,8430/3
C11.1,8480/3
C11.1,8481/3
C11.1,8720/2
C11.1,8720/3
C11.1,8721/3
C11.1,8722/3
C11.1,8723/3
C11.1,8730/3
C11.1,8743/3
C11.1,8745/3
C11.1,8746/3
C11.1,8770/3
C11.1,8771/3
C11.1,8772/3
C11.1,8800/3
C11.1,8801/3
C11.1,8802/3
C11.1,8803/3
C11.1,8804/3
C11.1,8805/3
C11.1,8806/3
C11.1,8810/3
C11.1,8811/3
C11.1,8813/3
C11.1,8814/3
C11.1,8815/3
C11.1,8825/3
C11.1,8900/3
C11.1,8901/3
C11.1,8902/3
C11.1,8910/3
C11.1,8912/3
C11.1,8940/3
C11.1,8941/3
C11.1,8980/3
C11.1,8981/3
C11.1,8982/3
C11.1,9070/3
C11.1,9071/3
C11.1,9072/3
C11.1,9140/3
C11.1,9370/3
C11.1,9371/3
C11.1,9372/3
C11.1,9590/3
C11.1,9591/3
C11.1,9596/3
C11.1,9650/3
C11.1,9651/3
C11.1,9652/3
C11.1,9653/3
C11.1,9654/3
C11.1,9655/3
C11.1,9659/3
C11.1,9661/3
C11.1,9662/3
C11.1,9663/3
C11.1,9664/3
C11.1,9665/3
C11.1,9667/3
C11.1,9670/3
C11.1,9671/3
C11.1,9673/3
C11.1,9675/3
C11.1,9680/3
C11.1,9684/3
C11.1,9687/3
C11.1,9688/3
C11.1,9690/3
C11.1,9691/3
C11.1,9695/3
C11.1,9698/3
C11.1,9699/3
C11.1,9701/3
C11.1,9702/3
C11.1,9705/3
C11.1,9714/3
C11.1,9715/3
C11.1,9719/3
C11.1,9724/3
C11.1,9727/3
C11.1,9728/3
C11.1,9729/3
C11.1,9731/3
C11.1,9734/3
C11.1,9735/3
C11.1,9737/3
C11.1,9738/3
C11.1,9740/3
C11.1,9741/3
C11.1,9749/3
C11.1,9750/3
C11.1,9751/3
C11.1,9754/3
C11.1,9755/3
C11.1,9756/3
C11.1,9757/3
C11.1,9758/3
C11.1,9759/3
C11.1,9766/3
C11.1,9811/3
C11.1,9812/3
C11.1,9813/3
C11.1,9814/3
C11.1,9815/3
C11.1,9816/3
C11.1,9817/3
C11.1,9818/3
C11.1,9819/3
C11.1,9823/3
C11.1,9831/3
C11.1,9837/3
C11.1,9965/3
C11.1,9967/3
C11.1,9971/3
C11.1,9975/3
C11.2,8000/3
C11.2,8001/3
C11.2,8002/3
C11.2,8003/3
C11.2,8004/3
C11.2,8005/3
C11.2,8010/2
C11.2,8010/3
C11.2,8011/3
C11.2,8012/3
C11.2,8013/3
C11.2,8014/3
C11.2,8015/3
C11.2,8020/3
C11.2,8021/3
C11.2,8022/3
C11.2,8030/3
C11.2,8031/3
C11.2,8032/3
C11.2,8033/3
C11.2,8034/3
C11.2,8035/3
C11.2,8041/3
C11.2,8043/3
C11.2,8050/2
C11.2,8050/3
C11.2,8051/3
C11.2,8052/2
C11.2,8052/3
C11.2,8070/2
C11.2,8070/3
C11.2,8071/3
C11.2,8072/3
C11.2,8073/3
C11.2,8074/3
C11.2,8075/3
C11.2,8076/2
C11.2,8076/3
C11.2,8078/3
C11.2,8081/2
C11.2,8082/3
C11.2,8083/3
C11.2,8084/3
C11.2,8120/2
C11.2,8120/3
C11.2,8121/3
C11.2,8122/3
C11.2,8123/3
C11.2,8124/3
C11.2,8140/2
C11.2,8140/3
C11.2,8141/3
C11.2,8143/3
C11.2,8147/3
C11.2,8200/3
C11.2,8201/2
C11.2,8201/3
C11.2,8255/3
C11.2,8260/3
C11.2,8261/2
C11.2,8261/3
C11.2,8262/3
C11.2,8263/2
C11.2,8263/3
C11.2,8310/3
C11.2,8430/3
C11.2,8480/3
C11.2,8481/3
C11.2,8720/2
C11.2,8720/3
C11.2,8721/3
C11.2,8722/3
C11.2,8723/3
C11.2,8730/3
C11.2,8743/3
C11.2,8745/3
C11.2,8746/3
C11.2,8770/3
C11.2,8771/3
C11.2,8772/3
C11.2,8800/3
C11.2,8801/3
C11.2,8802/3
C11.2,8803/3
C11.2,8804/3
C11.2,8805/3
C11.2,8806/3
C11.2,8810/3
C11.2,8811/3
C11.2,8813/3
C11.2,8814/3
C11.2,8815/3
C11.2,8825/3
C11.2,8900/3
C11.2,8901/3
C11.2,8902/3
C11.2,8910/3
C11.2,8912/3
C11.2,8940/3
C11.2,8941/3
C11.2,8980/3
C11.2,8981/3
C11.2,8982/3
C11.2,9070/3
C11.2,9071/3
C11.2,9072/3
C11.2,9140/3
C11.2,9370/3
C11.2,9371/3
C11.2,9372/3
C11.2,9590/3
C11.2,9591/3
C11.2,9596/3
C11.2,9650/3
C11.2,9651/3
C11.2,9652/3
C11.2,9653/3
C11.2,9654/3
C11.2,9655/3
C11.2,9659/3
C11.2,9661/3
C11.2,9662/3
C11.2,9663/3
C11.2,9664/3
C11.2,9665/3
C11.2,9667/3
C11.2,9670/3
C11.2,9671/3
C11.2,9673/3
C11.2,9675/3
C11.2,9680/3
C11.2,9684/3
C11.2,9687/3
C11.2,9688/3
C11.2,9690/3
C11.2,9691/3
C11.2,9695/3
C11.2,9698/3
C11.2,9699/3
C11.2,9701/3
C11.2,9702/3
C11.2,9705/3
C11.2,9714/3
C11.2,9715/3
C11.2,9719/3
C11.2,9724/3
C11.2,9727/3
C11.2,9728/3
C11.2,9729/3
C11.2,9731/3
C11.2,9734/3
C11.2,9735/3
C11.2,9737/3
C11.2,9738/3
C11.2,9740/3
C11.2,9741/3
C11.2,9749/3
C11.2,9750/3
C11.2,9751/3
C11.2,9754/3
C11.2,9755/3
C11.2,9756/3
C11.2,9757/3
C11.2,9758/3
C11.2,9759/3
C11.2,9766/3
C11.2,9811/3
C11.2,9812/3
C11.2,9813/3
C11.2,9814/3
C11.2,9815/3
C11.2,9816/3
C11.2,9817/3
C11.2,9818/3
C11.2,9819/3
C11.2,9823/3
C11.2,9831/3
C11.2,9837/3
C11.2,9965/3
C11.2,9967/3
C11.2,9971/3
C11.2,9975/3
C11.3,8000/3
C11.3,8001/3
C11.3,8002/3
C11.3,8003/3
C11.3,8004/3
C11.3,8005/3
C11.3,8010/2
C11.3,8010/3
C11.3,8011/3
C11.3,8012/3
C11.3,8013/3
C11.3,8014/3
C11.3,8015/3
C11.3,8020/3
C11.3,8021/3
C11.3,8022/3
C11.3,8030/3
C11.3,8031/3
C11.3,8032/3
C11.3,8033/3
C11.3,8034/3
C11.3,8035/3
C11.3,8041/3
C11.3,8043/3
C11.3,8050/2
C11.3,8050/3
C11.3,8051/3
C11.3,8052/2
C11.3,8052/3
C11.3,8070/2
C11.3,8070/3
C11.3,8071/3
C11.3,8072/3
C11.3,8073/3
C11.3,8074/3
C11.3,8075/3
C11.3,8076/2
C11.3,8076/3
C11.3,8078/3
C11.3,8081/2
C11.3,8082/3
C11.3,8083/3
C11.3,8084/3
C11.3,8120/2
C11.3,8120/3
C11.3,8121/3
C11.3,8122/3
C11.3,8123/3
C11.3,8124/3
C11.3,8140/2
C11.3,8140/3
C11.3,8141/3
C11.3,8143/3
C11.3,8147/3
C11.3,8200/3
C11.3,8201/2
C11.3,8201/3
C11.3,8255/3
C11.3,8260/3
C11.3,8261/2
C11.3,8261/3
C11.3,8262/3
C11.3,8263/2
C11.3,8263/3
C11.3,8310/3
C11.3,8430/3
C11.3,8480/3
C11.3,8481/3
C11.3,8720/2
C11.3,8720/3
C11.3,8721/3
C11.3,8722/3
C11.3,8723/3
C11.3,8730/3
C11.3,8743/3
C11.3,8745/3
C11.3,8746/3
C11.3,8770/3
C11.3,8771/3
C11.3,8772/3
C11.3,8800/3
C11.3,8801/3
C11.3,8802/3
C11.3,8803/3
C11.3,8804/3
C11.3,8805/3
C11.3,8806/3
C11.3,8810/3
C11.3,8811/3
C11.3,8813/3
C11.3,8814/3
C11.3,8815/3
C11.3,8825/3
C11.3,8900/3
C11.3,8901/3
C11.3,8902/3
C11.3,8910/3
C11.3,8912/3
C11.3,8940/3
C11.3,8941/3
C11.3,8980/3
C11.3,8981/3
C11.3,8982/3
C11.3,9070/3
C11.3,9071/3
C11.3,9072/3
C11.3,9140/3
C11.3,9370/3
C11.3,9371/3
C11.3,9372/3
C11.3,9590/3
C11.3,9591/3
C11.3,9596/3
C11.3,9650/3
C11.3,9651/3
C11.3,9652/3
C11.3,9653/3
C11.3,9654/3
C11.3,9655/3
C11.3,9659/3
C11.3,9661/3
C11.3,9662/3
C11.3,9663/3
C11.3,9664/3
C11.3,9665/3
C11.3,9667/3
C11.3,9670/3
C11.3,9671/3
C11.3,9673/3
C11.3,9675/3
C11.3,9680/3
C11.3,9684/3
C11.3,9687/3
C11.3,9688/3
C11.3,9690/3
C11.3,9691/3
C11.3,9695/3
C11.3,9698/3
C11.3,9699/3
C11.3,9701/3
C11.3,9702/3
C11.3,9705/3
C11.3,9714/3
C11.3,9715/3
C11.3,9719/3
C11.3,9724/3
C11.3,9727/3
C11.3,9728/3
C11.3,9729/3
C11.3,9731/3
C11.3,9734/3
C11.3,9735/3
C11.3,9737/3
C11.3,9738/3
C11.3,9740/3
C11.3,9741/3
C11.3,9749/3
C11.3,9750/3
C11.3,9751/3
C11.3,9754/3
C11.3,9755/3
C11.3,9756/3
C11.3,9757/3
C11.3,9758/3
C11.3,9759/3
C11.3,9766/3
C11.3,9811/3
C11.3,9812/3
C11.3,9813/3
C11.3,9814/3
C11.3,9815/3
C11.3,9816/3
C11.3,9817/3
C11.3,9818/3
C11.3,9819/3
C11.3,9823/3
C11.3,9831/3
C11.3,9837/3
C11.3,9965/3
C11.3,9967/3
C11.3,9971/3
C11.3,9975/3
C11.8,8000/3
C11.8,8001/3
C11.8,8002/3
C11.8,8003/3
C11.8,8004/3
C11.8,8005/3
C11.8,8010/2
C11.8,8010/3
C11.8,8011/3
C11.8,8012/3
C11.8,8013/3
C11.8,8014/3
C11.8,8015/3
C11.8,8020/3
C11.8,8021/3
C11.8,8022/3
C11.8,8030/3
C11.8,8031/3
C11.8,8032/3
C11.8,8033/3
C11.8,8034/3
C11.8,8035/3
C11.8,8041/3
C11.8,8043/3
C11.8,8050/2
C11.8,8050/3
C11.8,8051/3
C11.8,8052/2
C11.8,8052/3
C11.8,8070/2
C11.8,8070/3
C11.8,8071/3
C11.8,8072/3
C11.8,8073/3
C11.8,8074/3
C11.8,8075/3
C11.8,8076/2
C11.8,8076/3
C11.8,8078/3
C11.8,8081/2
C11.8,8082/3
C11.8,8083/3
C11.8,8084/3
C11.8,8120/2
C11.8,8120/3
C11.8,8121/3
C11.8,8122/3
C11.8,8123/3
C11.8,8124/3
C11.8,8140/2
C11.8,8140/3
C11.8,8141/3
C11.8,8143/3
C11.8,8147/3
C11.8,8200/3
C11.8,8201/2
C11.8,8201/3
C11.8,8255/3
C11.8,8260/3
C11.8,8261/2
C11.8,8261/3
C11.8,8262/3
C11.8,8263/2
C11.8,8263/3
C11.8,8310/3
C11.8,8430/3
C11.8,8480/3
C11.8,8481/3
C11.8,8720/2
C11.8,8720/3
C11.8,8721/3
C11.8,8722/3
C11.8,8723/3
C11.8,8730/3
C11.8,8743/3
C11.8,8745/3
C11.8,8746/3
C11.8,8770/3
C11.8,8771/3
C11.8,8772/3
C11.8,8800/3
C11.8,8801/3
C11.8,8802/3
C11.8,8803/3
C11.8,8804/3
C11.8,8805/3
C11.8,8806/3
C11.8,8810/3
C11.8,8811/3
C11.8,8813/3
C11.8,8814/3
C11.8,8815/3
C11.8,8825/3
C11.8,8900/3
C11.8,8901/3
C11.8,8902/3
C11.8,8910/3
C11.8,8912/3
C11.8,8940/3
C11.8,8941/3
C11.8,8980/3
C11.8,8981/3
C11.8,8982/3
C11.8,9070/3
C11.8,9071/3
C11.8,9072/3
C11.8,9140/3
C11.8,9370/3
C11.8,9371/3
C11.8,9372/3
C11.8,9590/3
C11.8,9591/3
C11.8,9596/3
C11.8,9650/3
C11.8,9651/3
C11.8,9652/3
C11.8,9653/3
C11.8,9654/3
C11.8,9655/3
C11.8,9659/3
C11.8,9661/3
C11.8,9662/3
C11.8,9663/3
C11.8,9664/3
C11.8,9665/3
C11.8,9667/3
C11.8,9670/3
C11.8,9671/3
C11.8,9673/3
C11.8,9675/3
C11.8,9680/3
C11.8,9684/3
C11.8,9687/3
C11.8,9688/3
C11.8,9690/3
C11.8,9691/3
C11.8,9695/3
C11.8,9698/3
C11.8,9699/3
C11.8,9701/3
C11.8,9702/3
C11.8,9705/3
C11.8,9714/3
C11.8,9715/3
C11.8,9719/3
C11.8,9724/3
C11.8,9727/3
C11.8,9728/3
C11.8,9729/3
C11.8,9731/3
C11.8,9734/3
C11.8,9735/3
C11.8,9737/3
C11.8,9738/3
C11.8,9740/3
C11.8,9741/3
C11.8,9749/3
C11.8,9750/3
C11.8,9751/3
C11.8,9754/3
C11.8,9755/3
C11.8,9756/3
C11.8,9757/3
C11.8,9758/3
C11.8,9759/3
C11.8,9766/3
C11.8,9811/3
C11.8,9812/3
C11.8,9813/3
C11.8,9814/3
C11.8,9815/3
C11.8,9816/3
C11.8,9817/3
C11.8,9818/3
C11.8,9819/3
C11.8,9823/3
C11.8,9831/3
C11.8,9837/3
C11.8,9965/3
C11.8,9967/3
C11.8,9971/3
C11.8,9975/3
C11.9,8000/3
C11.9,8001/3
C11.9,8002/3
C11.9,8003/3
C11.9,8004/3
C11.9,8005/3
C11.9,8010/2
C11.9,8010/3
C11.9,8011/3
C11.9,8012/3
C11.9,8013/3
C11.9,8014/3
C11.9,8015/3
C11.9,8020/3
C11.9,8021/3
C11.9,8022/3
C11.9,8030/3
C11.9,8031/3
C11.9,8032/3
C11.9,8033/3
C11.9,8034/3
C11.9,8035/3
C11.9,8041/3
C11.9,8043/3
C11.9,8050/2
C11.9,8050/3
C11.9,8051/3
C11.9,8052/2
C11.9,8052/3
C11.9,8070/2
C11.9,8070/3
C11.9,8071/3
C11.9,8072/3
C11.9,8073/3
C11.9,8074/3
C11.9,8075/3
C11.9,8076/2
C11.9,8076/3
C11.9,8078/3
C11.9,8081/2
C11.9,8082/3
C11.9,8083/3
C11.9,8084/3
C11.9,8120/2
C11.9,8120/3
C11.9,8121/3
C11.9,8122/3
C11.9,8123/3
C11.9,8124/3
C11.9,8140/2
C11.9,8140/3
C11.9,8141/3
C11.9,8143/3
C11.9,8147/3
C11.9,8200/3
C11.9,8201/2
C11.9,8201/3
C11.9,8255/3
C11.9,8260/3
C11.9,8261/2
C11.9,8261/3
C11.9,8262/3
C11.9,8263/2
C11.9,8263/3
C11.9,8310/3
C11.9,8430/3
C11.9,8480/3
C11.9,8481/3
C11.9,8720/2
C11.9,8720/3
C11.9,8721/3
C11.9,8722/3
C11.9,8723/3
C11.9,8730/3
C11.9,8743/3
C11.9,8745/3
C11.9,8746/3
C11.9,8770/3
C11.9,8771/3
C11.9,8772/3
C11.9,8800/3
C11.9,8801/3
C11.9,8802/3
C11.9,8803/3
C11.9,8804/3
C11.9,8805/3
C11.9,8806/3
C11.9,8810/3
C11.9,8811/3
C11.9,8813/3
C11.9,8814/3
C11.9,8815/3
C11.9,8825/3
C11.9,8900/3
C11.9,8901/3
C11.9,8902/3
C11.9,8910/3
C11.9,8912/3
C11.9,8940/3
C11.9,8941/3
C11.9,8980/3
C11.9,8981/3
C11.9,8982/3
C11.9,9070/3
C11.9,9071/3
C11.9,9072/3
C11.9,9140/3
C11.9,9370/3
C11.9,9371/3
C11.9,9372/3
C11.9,9590/3
C11.9,9591/3
C11.9,9596/3
C11.9,9650/3
C11.9,9651/3
C11.9,9652/3
C11.9,9653/3
C11.9,9654/3
C11.9,9655/3
C11.9,9659/3
C11.9,9661/3
C11.9,9662/3
C11.9,9663/3
C11.9,9664/3
C11.9,9665/3
C11.9,9667/3
C11.9,9670/3
C11.9,9671/3
C11.9,9673/3
C11.9,9675/3
C11.9,9680/3
C11.9,9684/3
C11.9,9687/3
C11.9,9688/3
C11.9,9690/3
C11.9,9691/3
C11.9,9695/3
C11.9,9698/3
C11.9,9699/3
C11.9,9701/3
C11.9,9702/3
C11.9,9705/3
C11.9,9714/3
C11.9,9715/3
C11.9,9719/3
C11.9,9724/3
C11.9,9727/3
C11.9,9728/3
C11.9,9729/3
C11.9,9731/3
C11.9,9734/3
C11.9,9735/3
C11.9,9737/3
C11.9,9738/3
C11.9,9740/3
C11.9,9741/3
C11.9,9749/3
C11.9,9750/3
C11.9,9751/3
C11.9,9754/3
C11.9,9755/3
C11.9,9756/3
C11.9,9757/3
C11.9,9758/3
C11.9,9759/3
C11.9,9766/3
C11.9,9811/3
C11.9,9812/3
C11.9,9813/3
C11.9,9814/3
C11.9,9815/3
C11.9,9816/3
C11.9,9817/3
C11.9,9818/3
C11.9,9819/3
C11.9,9823/3
C11.9,9831/3
C11.9,9837/3
C11.9,9965/3
C11.9,9967/3
C11.9,9971/3
C11.9,9975/3
C13,8000/3
C13,8001/3
C13,8002/3
C13,8003/3
C13,8004/3
C13,8005/3
C13,8010/2
C13,8010/3
C13,8011/3
C13,8012/3
C13,8013/3
C13,8014/3
C13,8015/3
C13,8020/3
C13,8021/3
C13,8022/3
C13,8050/2
C13,8050/3
C13,8051/3
C13,8052/2
C13,8052/3
C13,8070/2
C13,8070/3
C13,8071/3
C13,8072/3
C13,8073/3
C13,8074/3
C13,8075/3
C13,8076/2
C13,8076/3
C13,8078/3
C13,8081/2
C13,8082/3
C13,8083/3
C13,8084/3
C13,8120/2
C13,8120/3
C13,8121/3
C13,8122/3
C13,8123/3
C13,8124/3
C13,8140/2
C13,8140/3
C13,8141/3
C13,8143/3
C13,8147/3
C13,8200/3
C13,8201/2
C13,8201/3
C13,8255/3
C13,8430/3
C13,8810/3
C13,8811/3
C13,8813/3
C13,8814/3
C13,8815/3
C13,8825/3
C13,8940/3
C13,8941/3
C13,8980/3
C13,8981/3
C13,8982/3
C13,9140/3
C13,9590/3
C13,9591/3
C13,9596/3
C13,9650/3
C13,9651/3
C13,9652/3
C13,9653/3
C13,9654/3
C13,9655/3
C13,9659/3
C13,9661/3
C13,9662/3
C13,9663/3
C13,9664/3
C13,9665/3
C13,9667/3
C13,9670/3
C13,9671/3
C13,9673/3
C13,9675/3
C13,9680/3
C13,9684/3
C13,9687/3
C13,9688/3
C13,9690/3
C13,9691/3
C13,9695/3
C13,9698/3
C13,9699/3
C13,9701/3
C13,9702/3
C13,9705/3
C13,9712/3
C13,9714/3
C13,9715/3
C13,9719/3
C13,9724/3
C13,9727/3
C13,9728/3
C13,9729/3
C13,9731/3
C13,9734/3
C13,9735/3
C13,9737/3
C13,9738/3
C13,9740/3
C13,9741/3
C13,9749/3
C13,9750/3
C13,9751/3
C13,9754/3
C13,9755/3
C13,9756/3
C13,9757/3
C13,9758/3
C13,9759/3
C13,9766/3
C13,9811/3
C13,9812/3
C13,9813/3
C13,9814/3
C13,9815/3
C13,9816/3
C13,9817/3
C13,9818/3
C13,9819/3
C13,9823/3
C13,9831/3
C13,9837/3
C13,9965/3
C13,9967/3
C13,9971/3
C13,9975/3
C13.0,8000/3
C13.0,8001/3
C13.0,8002/3
C13.0,8003/3
C13.0,8004/3
C13.0,8005/3
C13.0,8010/2
C13.0,8010/3
C13.0,8011/3
C13.0,8012/3
C13.0,8013/3
C13.0,8014/3
C13.0,8015/3
C13.0,8020/3
C13.0,8021/3
C13.0,8022/3
C13.0,8050/2
C13.0,8050/3
C13.0,8051/3
C13.0,8052/2
C13.0,8052/3
C13.0,8070/2
C13.0,8070/3
C13.0,8071/3
C13.0,8072/3
C13.0,8073/3
C13.0,8074/3
C13.0,8075/3
C13.0,8076/2
C13.0,8076/3
C13.0,8078/3
C13.0,8081/2
C13.0,8082/3
C13.0,8083/3
C13.0,8084/3
C13.0,8120/2
C13.0,8120/3
C13.0,8121/3
C13.0,8122/3
C13.0,8123/3
C13.0,8124/3
C13.0,8140/2
C13.0,8140/3
C13.0,8141/3
C13.0,8143/3
C13.0,8147/3
C13.0,8200/3
C13.0,8201/2
C13.0,8201/3
C13.0,8255/3
C13.0,8430/3
C13.0,8810/3
C13.0,8811/3
