icd11Code,icd11Chapter,icd11Title,icd10Code,icd10Chapter,icd10Title
NB51.5,22,"Multiple open wounds of abdomen, lower back or pelvis",S31.7,XIX,"Multiple open wounds of abdomen, lower back and pelvis"
NB51.Y,22,"Other specified open wound of abdomen, lower back or pelvis",S31.8,XIX,Open wound of other and unspecified parts of abdomen
NB51.Z,22,"Open wound of abdomen, lower back or pelvis, unspecified",S31,XIX,"Open wound of abdomen, lower back and pelvis"
NB52,22,Fracture of lumbar spine or pelvis,S32,XIX,Fracture of lumbar spine and pelvis
NB52.0,22,Fracture of lumbar vertebra,S32.0,XIX,Fracture of lumbar vertebra
NB52.1,22,Fracture of pelvic bone without disruption of posterior arch of pelvic ring,S32,XIX,Fracture of lumbar spine and pelvis
NB52.10,22,Fracture of sacrum without disruption of pelvic ring,S32.1,XIX,Fracture of sacrum
NB52.11,22,Fracture of coccyx,S32.2,XIX,Fracture of coccyx
NB52.12,22,Fracture of ilium without disruption of pelvic ring,S32.3,XIX,Fracture of ilium
NB52.13,22,Fracture of acetabulum without disruption of pelvic ring,S32.4,XIX,Fracture of acetabulum
NB52.14,22,Fracture of pubis without disruption of pelvic ring,S32.5,XIX,Fracture of pubis
NB52.15,22,Fracture of ischium without disruption of pelvic ring,S32,XIX,Fracture of lumbar spine and pelvis
NB52.1Y,22,Fracture of other specified pelvic bone without disruption of posterior arch of pelvic ring,S32,XIX,Fracture of lumbar spine and pelvis
NB52.1Z,22,Fracture of unspecified pelvic bone without disruption of posterior arch of pelvic ring,S32,XIX,Fracture of lumbar spine and pelvis
NB52.2,22,Fracture of the pelvic ring with incomplete disruption of posterior arch,S32,XIX,Fracture of lumbar spine and pelvis
NB52.3,22,Fracture of pelvic ring with complete disruption of posterior arch,S32,XIX,Fracture of lumbar spine and pelvis
NB52.4,22,Multiple fractures of lumbar spine or pelvis,S32.7,XIX,Multiple fractures of lumbar spine and pelvis
NB52.Y,22,Other specified fracture of lumbar spine or pelvis,S32.8,XIX,Fracture of other and unspecified parts of lumbar spine and pelvis
NB52.Z,22,"Fracture of lumbar spine or pelvis, unspecified",S32,XIX,Fracture of lumbar spine and pelvis
NB53,22,Dislocation or strain or sprain of joints or ligaments of lumbar spine or pelvis,S33,XIX,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis"
NB53.0,22,Traumatic rupture of lumbar intervertebral disc,S33.0,XIX,Traumatic rupture of lumbar intervertebral disc
NB53.1,22,Dislocation of lumbar vertebra,S33.1,XIX,Dislocation of lumbar vertebra
NB53.2,22,Dislocation of sacroiliac or sacrococcygeal joint without disruption of pelvic ring,S33.2,XIX,Dislocation of sacroiliac and sacrococcygeal joint
NB53.3,22,Dislocation of other or unspecified parts of lumbar spine or pelvis without disruption of pelvic ring,S33.3,XIX,Dislocation of other and unspecified parts of lumbar spine and pelvis
NB53.4,22,Traumatic rupture of symphysis pubis without disruption of pelvic ring,S33.4,XIX,Traumatic rupture of symphysis pubis
NB53.5,22,Strain or sprain of lumbar spine,S33.5,XIX,Sprain and strain of lumbar spine
NB53.6,22,Strain or sprain of sacroiliac joint,S33.6,XIX,Sprain and strain of sacroiliac joint
NB53.Y,22,Other specified dislocation or strain or sprain of joints or ligaments of lumbar spine or pelvis,S33,XIX,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis"
NB53.Z,22,"Dislocation or strain or sprain of joints or ligaments of lumbar spine or pelvis, unspecified",S33,XIX,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis"
NB60,22,Concussion or oedema of lumbar spinal cord,S34.0,XIX,Concussion and oedema of lumbar spinal cord
NB61,22,Concussion or oedema of sacral spinal cord,S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB62,22,Certain specified injuries of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB62.0,22,Complete lesion of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB62.1,22,Central cord syndrome of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB62.2,22,Anterior cord syndrome of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB62.3,22,Posterior cord syndrome of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB62.4,22,Brown-Sequard syndrome of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB62.5,22,Other incomplete cord syndrome of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB62.6,22,Puncture wound or laceration of dura mater of lumbar spinal cord,S34.1,XIX,Other injury of lumbar spinal cord
NB63,22,Certain specified injuries of sacral spinal cord,S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB63.0,22,Complete injury of sacral spinal cord,S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB63.1,22,Incomplete injury of sacral spinal cord,S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB63.Z,22,"Injury of sacral spinal cord, unspecified",S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB6Z,22,"Injury of spinal cord at abdomen, lower back or pelvis level, unspecified",S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB70,22,Injury of nerve root of lumbar spine,S34.2,XIX,Injury of nerve root of lumbar and sacral spine
NB71,22,Injury of nerve root of sacral spine,S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB72,22,Injury of cauda equina,S34.3,XIX,Injury of cauda equina
NB73,22,Injury of lumbosacral plexus,S34.4,XIX,Injury of lumbosacral plexus
NB74,22,"Injury of lumbar, sacral or pelvic sympathetic nerves",S34.5,XIX,"Injury of lumbar, sacral and pelvic sympathetic nerves"
NB75,22,"Injury of peripheral nerve of abdomen, lower back or pelvis",S34.6,XIX,"Injury of peripheral nerve(s) of abdomen, lower back and pelvis"
NB7Y,22,"Other specified injury of nerves at abdomen, lower back or pelvis level",S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB7Z,22,"Injury of nerves at abdomen, lower back or pelvis level, unspecified",S34,XIX,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
NB90,22,"Injury of blood vessels at abdomen, lower back or pelvis level",S35,XIX,"Injury of blood vessels at abdomen, lower back and pelvis level"
NB90.0,22,Injury of abdominal aorta,S35.0,XIX,Injury of abdominal aorta
NB90.00,22,Minor laceration of abdominal aorta,S35.0,XIX,Injury of abdominal aorta
NB90.01,22,Major laceration of abdominal aorta,S35.0,XIX,Injury of abdominal aorta
NB90.0Y,22,Other specified injury of abdominal aorta,S35.0,XIX,Injury of abdominal aorta
NB90.0Z,22,"Injury of abdominal aorta, unspecified",S35.0,XIX,Injury of abdominal aorta
NB90.1,22,Injury of inferior vena cava,S35.1,XIX,Injury of inferior vena cava
NB90.10,22,Minor laceration of inferior vena cava,S35.1,XIX,Injury of inferior vena cava
NB90.11,22,Major laceration of inferior vena cava,S35.1,XIX,Injury of inferior vena cava
NB90.1Y,22,Other specified injury of inferior vena cava,S35.1,XIX,Injury of inferior vena cava
NB90.1Z,22,"Injury of inferior vena cava, unspecified",S35.1,XIX,Injury of inferior vena cava
NB90.2,22,Injury of coeliac artery,S35.2,XIX,Injury of coeliac or mesenteric artery
NB90.20,22,Minor laceration of coeliac artery,S35.2,XIX,Injury of coeliac or mesenteric artery
NB90.21,22,Major laceration of coeliac artery,S35.2,XIX,Injury of coeliac or mesenteric artery
NB90.2Y,22,Other specified injury of coeliac artery,S35.2,XIX,Injury of coeliac or mesenteric artery
NB90.2Z,22,"Injury of coeliac artery, unspecified",S35.2,XIX,Injury of coeliac or mesenteric artery
NB90.3,22,Injury of mesenteric artery,S35,XIX,"Injury of blood vessels at abdomen, lower back and pelvis level"
NB90.30,22,Minor laceration mesenteric artery,S35,XIX,"Injury of blood vessels at abdomen, lower back and pelvis level"
NB90.31,22,Major laceration of mesenteric artery,S35,XIX,"Injury of blood vessels at abdomen, lower back and pelvis level"
NB90.3Y,22,Other specified injury of mesenteric artery,S35,XIX,"Injury of blood vessels at abdomen, lower back and pelvis level"
NB90.3Z,22,"Injury of mesenteric artery, unspecified",S35,XIX,"Injury of blood vessels at abdomen, lower back and pelvis level"
NB90.4,22,Injury of portal or splenic vein,S35.3,XIX,Injury of portal or splenic vein
NB90.40,22,Minor laceration of portal or splenic vein,S35.3,XIX,Injury of portal or splenic vein
NB90.41,22,Major laceration of portal or splenic vein,S35.3,XIX,Injury of portal or splenic vein
NB90.4Y,22,Other specified injury of portal or splenic vein,S35.3,XIX,Injury of portal or splenic vein
NB90.4Z,22,"Injury of portal or splenic vein, unspecified",S35.3,XIX,Injury of portal or splenic vein
NB90.5,22,Injury of renal blood vessels,S35.4,XIX,Injury of renal blood vessels
NB90.50,22,Minor laceration of renal blood vessels,S35.4,XIX,Injury of renal blood vessels
NB90.51,22,Major laceration of renal blood vessels,S35.4,XIX,Injury of renal blood vessels
NB90.5Y,22,Other specified injury of renal blood vessels,S35.4,XIX,Injury of renal blood vessels
NB90.5Z,22,"Injury of renal blood vessels, unspecified",S35.4,XIX,Injury of renal blood vessels
NB90.6,22,Injury of iliac blood vessels,S35.5,XIX,Injury of iliac blood vessels
NB90.60,22,Minor laceration of iliac blood vessels,S35.5,XIX,Injury of iliac blood vessels
NB90.61,22,Major laceration of iliac blood vessels,S35.5,XIX,Injury of iliac blood vessels
NB90.6Y,22,Other specified injury of iliac blood vessels,S35.5,XIX,Injury of iliac blood vessels
NB90.6Z,22,"Injury of iliac blood vessels, unspecified",S35.5,XIX,Injury of iliac blood vessels
NB90.7,22,"Injury of multiple blood vessels at abdomen, lower back or pelvis level",S35.7,XIX,"Injury of multiple blood vessels at abdomen, lower back and pelvis level"
NB90.Y,22,"Injury of other specified blood vessels at abdomen, lower back or pelvis level",S35.8,XIX,"Injury of other blood vessels at abdomen, lower back and pelvis level"
NB90.Z,22,"Injury of unspecified blood vessel at abdomen, lower back or pelvis level",S35,XIX,"Injury of blood vessels at abdomen, lower back and pelvis level"
NB91,22,Injury of intra-abdominal organs,S36,XIX,Injury of intra-abdominal organs
NB91.0,22,Injury of spleen,S36.0,XIX,Injury of spleen
NB91.00,22,"Contusion of spleen, minor",S36.0,XIX,Injury of spleen
NB91.01,22,"Contusion of spleen, major",S36.0,XIX,Injury of spleen
NB91.02,22,"Laceration of spleen, minor",S36.0,XIX,Injury of spleen
NB91.03,22,"Laceration of spleen, moderate",S36.0,XIX,Injury of spleen
NB91.04,22,"Laceration of spleen, major",S36.0,XIX,Injury of spleen
NB91.05,22,Avulsion of spleen,S36.0,XIX,Injury of spleen
NB91.0Y,22,Other specified injury of spleen,S36.0,XIX,Injury of spleen
NB91.0Z,22,"Injury of spleen, unspecified",S36.0,XIX,Injury of spleen
NB91.1,22,Injury of liver,S36.1,XIX,Injury of liver or gallbladder
NB91.10,22,Contusion of liver,S36.1,XIX,Injury of liver or gallbladder
NB91.11,22,"Laceration of liver, minor",S36.1,XIX,Injury of liver or gallbladder
NB91.12,22,"Laceration of liver, moderate",S36.1,XIX,Injury of liver or gallbladder
NB91.13,22,"Laceration of liver, major",S36.1,XIX,Injury of liver or gallbladder
NB91.14,22,Injury of hepatic duct,S36.1,XIX,Injury of liver or gallbladder
NB91.1Y,22,Other specified injury of liver,S36.1,XIX,Injury of liver or gallbladder
NB91.1Z,22,"Injury of liver, unspecified",S36.1,XIX,Injury of liver or gallbladder
NB91.2,22,Injury of gallbladder,S36,XIX,Injury of intra-abdominal organs
NB91.3,22,Injury of bile duct,S36,XIX,Injury of intra-abdominal organs
NB91.4,22,Injury of pancreas,S36.2,XIX,Injury of pancreas
NB91.40,22,Contusion of pancreas,S36.2,XIX,Injury of pancreas
NB91.41,22,"Laceration of pancreas, minor",S36.2,XIX,Injury of pancreas
NB91.42,22,"Laceration of pancreas, moderate",S36.2,XIX,Injury of pancreas
NB91.43,22,"Laceration of pancreas, major",S36.2,XIX,Injury of pancreas
NB91.4Y,22,Other specified injury of pancreas,S36.2,XIX,Injury of pancreas
NB91.4Z,22,"Injury of pancreas, unspecified",S36.2,XIX,Injury of pancreas
NB91.5,22,Injury of stomach,S36.3,XIX,Injury of stomach
NB91.50,22,Contusion of stomach,S36.3,XIX,Injury of stomach
NB91.51,22,Laceration of stomach without perforation,S36.3,XIX,Injury of stomach
NB91.52,22,"Laceration of stomach with perforation, avulsion or massive damage",S36.3,XIX,Injury of stomach
NB91.53,22,Ingestion injury of stomach without perforation,S36.3,XIX,Injury of stomach
NB91.54,22,Ingestion injury of stomach with perforation,S36.3,XIX,Injury of stomach
NB91.5Y,22,Other specified injury of stomach,S36.3,XIX,Injury of stomach
NB91.5Z,22,"Injury of stomach, unspecified",S36.3,XIX,Injury of stomach
NB91.6,22,Injury of duodenum,S36,XIX,Injury of intra-abdominal organs
NB91.60,22,Contusion of duodenum,S36,XIX,Injury of intra-abdominal organs
NB91.61,22,Laceration of duodenum,S36,XIX,Injury of intra-abdominal organs
NB91.62,22,Primary blast injury of duodenum,S36,XIX,Injury of intra-abdominal organs
NB91.63,22,Perforation of duodenum,S36,XIX,Injury of intra-abdominal organs
NB91.6Y,22,Other specified injury of duodenum,S36,XIX,Injury of intra-abdominal organs
NB91.6Z,22,"Injury of duodenum, unspecified",S36,XIX,Injury of intra-abdominal organs
NB91.7,22,Injury of small intestine,S36.4,XIX,Injury of small intestine
NB91.70,22,Contusion of small intestine,S36.4,XIX,Injury of small intestine
NB91.71,22,Laceration of small intestine,S36.4,XIX,Injury of small intestine
NB91.72,22,Primary blast injury of small intestine,S36.4,XIX,Injury of small intestine
NB91.7Y,22,Other specified injury of small intestine,S36.4,XIX,Injury of small intestine
NB91.7Z,22,"Injury of small intestine, unspecified",S36.4,XIX,Injury of small intestine
NB91.8,22,Injury of colon,S36.5,XIX,Injury of colon
NB91.80,22,Contusion of colon,S36.5,XIX,Injury of colon
NB91.81,22,Laceration of colon,S36.5,XIX,Injury of colon
NB91.82,22,Primary blast injury of colon,S36.5,XIX,Injury of colon
NB91.8Y,22,Other specified injury of colon,S36.5,XIX,Injury of colon
NB91.8Z,22,"Injury of colon, unspecified",S36.5,XIX,Injury of colon
NB91.9,22,Injury of rectum,S36.6,XIX,Injury of rectum
NB91.90,22,Contusion of rectum,S36.6,XIX,Injury of rectum
NB91.91,22,Laceration of rectum,S36.6,XIX,Injury of rectum
NB91.92,22,Primary blast injury of rectum,S36.6,XIX,Injury of rectum
NB91.9Y,22,Other specified injury of rectum,S36.6,XIX,Injury of rectum
NB91.9Z,22,"Injury of rectum, unspecified",S36.6,XIX,Injury of rectum
NB91.A,22,Injury of mesentery,S36,XIX,Injury of intra-abdominal organs
NB91.B,22,Injury of multiple intra-abdominal organs,S36.7,XIX,Injury of multiple intra-abdominal organs
NB91.Y,22,Injury of other specified intra-abdominal organs,S36.8,XIX,Injury of other intra-abdominal organs
NB91.Z,22,"Injury of intra-abdominal organs, unspecified",S36,XIX,Injury of intra-abdominal organs
NB92,22,Injury of urinary or pelvic organs,S37,XIX,Injury of urinary and pelvic organs
NB92.0,22,Injury of kidney,S37.0,XIX,Injury of kidney
NB92.00,22,"Contusion of kidney, minor",S37.0,XIX,Injury of kidney
NB92.01,22,"Contusion of kidney, major",S37.0,XIX,Injury of kidney
NB92.02,22,"Laceration of kidney, minor",S37.0,XIX,Injury of kidney
NB92.03,22,"Laceration of kidney, moderate",S37.0,XIX,Injury of kidney
NB92.04,22,"Laceration of kidney, major",S37.0,XIX,Injury of kidney
NB92.0Y,22,Other specified injury of kidney,S37.0,XIX,Injury of kidney
NB92.0Z,22,"Injury of kidney, unspecified",S37.0,XIX,Injury of kidney
NB92.1,22,Injury of ureter,S37.1,XIX,Injury of ureter
NB92.10,22,Contusion of ureter,S37.1,XIX,Injury of ureter
NB92.11,22,Laceration of ureter,S37.1,XIX,Injury of ureter
NB92.1Y,22,Other specified injury of ureter,S37.1,XIX,Injury of ureter
NB92.1Z,22,"Injury of ureter, unspecified",S37.1,XIX,Injury of ureter
NB92.2,22,Injury of bladder,S37.2,XIX,Injury of bladder
NB92.20,22,Contusion of bladder,S37.2,XIX,Injury of bladder
NB92.21,22,Laceration of bladder,S37.2,XIX,Injury of bladder
NB92.2Y,22,Other specified injury of bladder,S37.2,XIX,Injury of bladder
NB92.2Z,22,"Injury of bladder, unspecified",S37.2,XIX,Injury of bladder
NB92.3,22,Injury of urethra,S37.3,XIX,Injury of urethra
NB92.30,22,Contusion of urethra,S37.3,XIX,Injury of urethra
NB92.31,22,Laceration of urethra,S37.3,XIX,Injury of urethra
NB92.3Y,22,Other specified injury of urethra,S37.3,XIX,Injury of urethra
NB92.3Z,22,"Injury of urethra, unspecified",S37.3,XIX,Injury of urethra
NB92.4,22,Injury of ovary,S37.4,XIX,Injury of ovary
NB92.40,22,Contusion of ovary,S37.4,XIX,Injury of ovary
NB92.41,22,Laceration of ovary,S37.4,XIX,Injury of ovary
NB92.4Y,22,Other specified injury of ovary,S37.4,XIX,Injury of ovary
NB92.4Z,22,"Injury of ovary, unspecified",S37.4,XIX,Injury of ovary
NB92.5,22,Injury of fallopian tube,S37.5,XIX,Injury of fallopian tube
NB92.6,22,Injury of uterus,S37.6,XIX,Injury of uterus
NB92.7,22,Injury of urinary tract,S37,XIX,Injury of urinary and pelvic organs
NB92.8,22,Injury of multiple pelvic organs,S37.7,XIX,Injury of multiple pelvic organs
NB92.Y,22,Injury of other specified pelvic organs,S37.8,XIX,Injury of other pelvic organs
NB92.Z,22,"Injury of urinary or pelvic organs, unspecified",S37,XIX,Injury of urinary and pelvic organs
NB93,22,"Crushing injury or traumatic amputation of part of abdomen, lower back or pelvis",S38,XIX,"Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis"
NB93.0,22,Crushing injury of external genital organs,S38.0,XIX,Crushing injury of external genital organs
NB93.00,22,Crushing injury of penis,S38.0,XIX,Crushing injury of external genital organs
NB93.01,22,Crushing injury of testes or scrotum,S38.0,XIX,Crushing injury of external genital organs
NB93.02,22,Crushing injury of vulva,S38.0,XIX,Crushing injury of external genital organs
NB93.0Z,22,"Crushing injury of external genital organs, unspecified",S38.0,XIX,Crushing injury of external genital organs
NB93.1,22,"Crushing injury of other or unspecified parts of abdomen, lower back or pelvis",S38.1,XIX,"Crushing injury of other and unspecified parts of abdomen, lower back and pelvis"
NB93.2,22,Traumatic amputation of external genital organs,S38.2,XIX,Traumatic amputation of external genital organs
NB93.20,22,Traumatic amputation of entire penis,S38.2,XIX,Traumatic amputation of external genital organs
NB93.21,22,Traumatic amputation of part of penis,S38.2,XIX,Traumatic amputation of external genital organs
NB93.22,22,Traumatic amputation of entire testis or scrotum,S38.2,XIX,Traumatic amputation of external genital organs
NB93.23,22,Traumatic amputation of part of testis or scrotum,S38.2,XIX,Traumatic amputation of external genital organs
NB93.24,22,Traumatic amputation of entire vulva,S38.2,XIX,Traumatic amputation of external genital organs
NB93.25,22,Traumatic amputation of part of vulva,S38.2,XIX,Traumatic amputation of external genital organs
NB93.2Z,22,"Traumatic amputation of external genital organs, unspecified",S38.2,XIX,Traumatic amputation of external genital organs
NB93.3,22,"Traumatic amputation of other or unspecified parts of abdomen, lower back or pelvis",S38.3,XIX,"Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis"
NB94,22,"Injury of muscle, fascia or tendon of abdomen, lower back or pelvis",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.0,22,"Strain or sprain of muscle, fascia or tendon of abdomen",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.1,22,"Strain or sprain of muscle, fascia or tendon of lower back",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.2,22,"Strain or sprain of muscle, fascia or tendon of pelvis",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.3,22,"Laceration of muscle, fascia or tendon of abdomen",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.4,22,"Laceration of muscle, fascia or tendon of lower back",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.5,22,"Laceration of muscle, fascia or tendon of pelvis",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.Y,22,"Other specified injury of muscle, fascia or tendon of abdomen, lower back or pelvis",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB94.Z,22,"Injury of muscle, fascia or tendon of abdomen, lower back or pelvis, unspecified",S39.0,XIX,"Injury of muscle and tendon of abdomen, lower back and pelvis"
NB95,22,Injury of intra-abdominal organ with pelvic organ,S39.6,XIX,Injury of intra-abdominal organ(s) with pelvic organ(s)
NB96,22,"Other multiple injuries of abdomen, lower back or pelvis",S39.7,XIX,"Other multiple injuries of abdomen, lower back and pelvis"
NB97,22,"Certain specified injuries of abdomen, lower back or pelvis",S30-S39,XIX,"Injuries to the abdomen, lower back, lumbar spine and pelvis"
NB97.0,22,Retroperitoneal haemorrhage or haematoma,S30-S39,XIX,"Injuries to the abdomen, lower back, lumbar spine and pelvis"
NB97.1,22,Fractured penis,S30-S39,XIX,"Injuries to the abdomen, lower back, lumbar spine and pelvis"
NB98,22,Injury to female genital organ without specification of injury type,S30-S39,XIX,"Injuries to the abdomen, lower back, lumbar spine and pelvis"
NB99,22,Injury to male genital organ without specification of injury type,S30-S39,XIX,"Injuries to the abdomen, lower back, lumbar spine and pelvis"
NB9Y,22,"Other specified injuries to the abdomen, lower back, lumbar spine or pelvis",S30-S39,XIX,"Injuries to the abdomen, lower back, lumbar spine and pelvis"
NB9Z,22,"Injuries to the abdomen, lower back, lumbar spine or pelvis, unspecified",S30-S39,XIX,"Injuries to the abdomen, lower back, lumbar spine and pelvis"
NC10,22,Superficial injury of shoulder or upper arm,S40,XIX,Superficial injury of shoulder and upper arm
NC10.0,22,Abrasion of shoulder or upper arm,S40,XIX,Superficial injury of shoulder and upper arm
NC10.1,22,Contusion of shoulder or upper arm,S40.0,XIX,Contusion of shoulder and upper arm
NC10.2,22,Multiple superficial injuries of shoulder or upper arm,S40.7,XIX,Multiple superficial injuries of shoulder and upper arm
NC10.Y,22,Other specified superficial injury of shoulder or upper arm,S40.8,XIX,Other superficial injuries of shoulder and upper arm
NC10.Z,22,"Superficial injury of shoulder or upper arm, unspecified",S40,XIX,Superficial injury of shoulder and upper arm
NC11,22,Open wound of shoulder or upper arm,S41,XIX,Open wound of shoulder and upper arm
NC11.0,22,Laceration without foreign body of shoulder or upper arm,S41,XIX,Open wound of shoulder and upper arm
NC11.1,22,Laceration with foreign body of shoulder or upper arm,S41,XIX,Open wound of shoulder and upper arm
NC11.2,22,Puncture wound without foreign body of shoulder or upper arm,S41,XIX,Open wound of shoulder and upper arm
NC11.3,22,Puncture wound with foreign body of shoulder or upper arm,S41,XIX,Open wound of shoulder and upper arm
NC11.4,22,Open bite of shoulder or upper arm,S41,XIX,Open wound of shoulder and upper arm
NC11.5,22,Multiple open wounds of shoulder or upper arm,S41.7,XIX,Multiple open wounds of shoulder and upper arm
NC11.Y,22,Other specified open wound of shoulder or upper arm,S41.8,XIX,Open wound of other and unspecified parts of shoulder girdle
NC11.Z,22,"Open wound of shoulder or upper arm, unspecified",S41,XIX,Open wound of shoulder and upper arm
NC12,22,Fracture of shoulder or upper arm,S42,XIX,Fracture of shoulder and upper arm
NC12.0,22,Fracture of clavicle,S42.0,XIX,Fracture of clavicle
NC12.00,22,Fracture of sternal end of clavicle,S42.0,XIX,Fracture of clavicle
NC12.01,22,Fracture of shaft of clavicle,S42.0,XIX,Fracture of clavicle
NC12.02,22,Fracture of acromial end of clavicle,S42.0,XIX,Fracture of clavicle
NC12.03,22,"Multiple fractures of clavicle, alone",S42.0,XIX,Fracture of clavicle
NC12.0Y,22,Other specified fracture of clavicle,S42.0,XIX,Fracture of clavicle
NC12.0Z,22,"Fracture of clavicle, unspecified",S42.0,XIX,Fracture of clavicle
NC12.1,22,Fracture of scapula,S42.1,XIX,Fracture of scapula
NC12.10,22,Multiple fractures of scapula,S42.1,XIX,Fracture of scapula
NC12.1Y,22,Other specified fracture of scapula,S42.1,XIX,Fracture of scapula
NC12.1Z,22,"Fracture of scapula, unspecified",S42.1,XIX,Fracture of scapula
NC12.2,22,Fracture of upper end of humerus,S42.2,XIX,Fracture of upper end of humerus
NC12.20,22,"Fracture of upper end of humerus, head",S42.2,XIX,Fracture of upper end of humerus
NC12.21,22,Fracture of surgical neck of humerus,S42.2,XIX,Fracture of upper end of humerus
NC12.22,22,Fracture of anatomical neck of humerus,S42.2,XIX,Fracture of upper end of humerus
NC12.23,22,Fracture of greater tuberosity of humerus,S42.2,XIX,Fracture of upper end of humerus
NC12.24,22,Fracture of lesser tuberosity of humerus,S42.2,XIX,Fracture of upper end of humerus
NC12.2Z,22,"Fracture of upper end of humerus, unspecified site",S42.2,XIX,Fracture of upper end of humerus
NC12.3,22,Fracture of shaft of humerus,S42.3,XIX,Fracture of shaft of humerus
NC12.4,22,Fracture of lower end of humerus,S42.4,XIX,Fracture of lower end of humerus
NC12.40,22,Supracondylar fracture of humerus,S42.4,XIX,Fracture of lower end of humerus
NC12.41,22,Fracture of lateral epicondyle of humerus,S42.4,XIX,Fracture of lower end of humerus
NC12.42,22,Fracture of medial epicondyle of humerus,S42.4,XIX,Fracture of lower end of humerus
NC12.43,22,Fracture of lateral condyle of humerus,S42.4,XIX,Fracture of lower end of humerus
NC12.44,22,Fracture of medial condyle of humerus,S42.4,XIX,Fracture of lower end of humerus
NC12.4Y,22,Other specified fracture of lower end of humerus,S42.4,XIX,Fracture of lower end of humerus
NC12.4Z,22,"Fracture of lower end of humerus, unspecified",S42.4,XIX,Fracture of lower end of humerus
NC12.5,22,"Multiple fractures of clavicle, scapula or humerus",S42.7,XIX,"Multiple fractures of clavicle, scapula and humerus"
NC12.Y,22,Other specified fracture of shoulder or upper arm,S42.8,XIX,Fracture of other parts of shoulder and upper arm
NC12.Z,22,"Fracture of shoulder or upper arm, unspecified",S42,XIX,Fracture of shoulder and upper arm
NC13,22,Dislocation or strain or sprain of joints or ligaments of shoulder girdle,S43,XIX,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle"
NC13.0,22,Dislocation of shoulder joint,S43.0,XIX,Dislocation of shoulder joint
NC13.1,22,Dislocation of acromioclavicular joint,S43.1,XIX,Dislocation of acromioclavicular joint
NC13.2,22,Dislocation of sternoclavicular joint,S43.2,XIX,Dislocation of sternoclavicular joint
NC13.3,22,Dislocation of scapula,S43,XIX,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle"
NC13.4,22,Dislocation of other or unspecified parts of shoulder girdle,S43.3,XIX,Dislocation of other and unspecified parts of shoulder girdle
NC13.5,22,Strain or sprain of shoulder joint,S43.4,XIX,Sprain and strain of shoulder joint
NC13.6,22,Strain or sprain of acromioclavicular joint,S43.5,XIX,Sprain and strain of acromioclavicular joint
NC13.7,22,Strain or sprain of sternoclavicular joint,S43.6,XIX,Sprain and strain of sternoclavicular joint
NC13.8,22,Strain or sprain of other or unspecified parts of shoulder girdle,S43.7,XIX,Sprain and strain of other and unspecified parts of shoulder girdle
NC13.Y,22,Dislocation or sprain of other specified joints or ligaments of shoulder girdle,S43,XIX,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle"
NC13.Z,22,"Dislocation or strain or sprain of joints or ligaments of shoulder girdle, unspecified",S43,XIX,"Dislocation, sprain and strain of joints and ligaments of shoulder girdle"
NC14,22,Injury of nerves at shoulder or upper arm level,T11.3,XIX,"Injury of unspecified nerve of upper limb, level unspecified"
