icd10Code,icd10ClassKind,icd10Chapter,icd10Title,icd11Code,icd11ClassKind,icd11Chapter,icd11Title
A40.1,category,I,"Sepsis due to streptococcus, group B",1B5Z,category,01,"Staphylococcal or streptococcal diseases, unspecified"
A40.2,category,I,"Sepsis due to streptococcus, group D and enterococcus",1C41/1G40,category,01,Bacterial infection of unspecified site / Sepsis without septic shock
A40.3,category,I,Sepsis due to Streptococcus pneumoniae,1B5Z,category,01,"Staphylococcal or streptococcal diseases, unspecified"
A40.8,category,I,Other streptococcal sepsis,1G40,category,01,Sepsis without septic shock
A40.9,category,I,"Streptococcal sepsis, unspecified",1G40,category,01,Sepsis without septic shock
A41,category,I,Other sepsis,1G40,category,01,Sepsis without septic shock
A41.0,category,I,Sepsis due to Staphylococcus aureus,1B5Z,category,01,"Staphylococcal or streptococcal diseases, unspecified"
A41.1,category,I,Sepsis due to other specified staphylococcus,1C41/1G40,category,01,Bacterial infection of unspecified site / Sepsis without septic shock
A41.2,category,I,Sepsis due to unspecified staphylococcus,1C41/1G40,category,01,Bacterial infection of unspecified site / Sepsis without septic shock
A41.3,category,I,Sepsis due to Haemophilus influenzae,1C41/1G40&XN1P6,category,01,Bacterial infection of unspecified site / Sepsis without septic shock [Haemophilus influenzae]
A41.4,category,I,Sepsis due to anaerobes,1C41,category,01,Bacterial infection of unspecified site
A41.5,category,I,Sepsis due to other Gram-negative organisms,1C41/1G40,category,01,Bacterial infection of unspecified site / Sepsis without septic shock
A41.8,category,I,Other specified sepsis,1G40,category,01,Sepsis without septic shock
A41.9,category,I,"Sepsis, unspecified",1G40,category,01,Sepsis without septic shock
A42,category,I,Actinomycosis,1C10.Z,category,01,"Actinomycosis, unspecified"
A42.0,category,I,Pulmonary actinomycosis,1C10.0,category,01,Pulmonary actinomycosis
A42.1,category,I,Abdominal actinomycosis,1C10.1,category,01,Abdominal actinomycosis
A42.2,category,I,Cervicofacial actinomycosis,1C10.2,category,01,Cervicofacial actinomycosis
A42.7,category,I,Actinomycotic sepsis,1C10.Z,category,01,"Actinomycosis, unspecified"
A42.8,category,I,Other forms of actinomycosis,1C10.Z,category,01,"Actinomycosis, unspecified"
A42.9,category,I,"Actinomycosis, unspecified",1C10.Z,category,01,"Actinomycosis, unspecified"
A43,category,I,Nocardiosis,1C1B.Z,category,01,"Nocardiosis, unspecified"
A43.0,category,I,Pulmonary nocardiosis,1C1B.0,category,01,Pulmonary nocardiosis
A43.1,category,I,Cutaneous nocardiosis,1C1B.1,category,01,Cutaneous nocardiosis
A43.8,category,I,Other forms of nocardiosis,1C1B.Z,category,01,"Nocardiosis, unspecified"
A43.9,category,I,"Nocardiosis, unspecified",1C1B.Z,category,01,"Nocardiosis, unspecified"
A44,category,I,Bartonellosis,1C11.Z,category,01,"Bartonellosis, unspecified"
A44.0,category,I,Systemic bartonellosis,1C11.00,category,01,Oroya fever
A44.1,category,I,Cutaneous and mucocutaneous bartonellosis,1C11.01,category,01,Verruga peruana
A44.8,category,I,Other forms of bartonellosis,1C11.Z,category,01,"Bartonellosis, unspecified"
A44.9,category,I,"Bartonellosis, unspecified",1C11.Z,category,01,"Bartonellosis, unspecified"
A46,category,I,Erysipelas,1B70.0Z,category,01,"Erysipelas, unspecified"
A46,category,I,Erysipelas,1B70.Z,category,01,Bacterial cellulitis or lymphangitis due to unspecified bacterium
A48,category,I,"Other bacterial diseases, not elsewhere classified",1C4Z,category,01,Unspecified bacterial disease
A48.0,category,I,Gas gangrene,1C16,category,01,Gas gangrene
A48.1,category,I,Legionnaires disease,1C19.Z,category,01,"Legionellosis, unspecified"
A48.2,category,I,Nonpneumonic Legionnaires disease [Pontiac fever],1C19.0,category,01,Nonpneumonic Legionnaires' disease
A48.3,category,I,Toxic shock syndrome,1C45.Z,category,01,Toxic shock syndrome without specified infectious agent
A48.4,category,I,Brazilian purpuric fever,1C18,category,01,Brazilian purpuric fever
A48.8,category,I,Other specified bacterial diseases,1C4Z,category,01,Unspecified bacterial disease
A49,category,I,Bacterial infection of unspecified site,1C41,category,01,Bacterial infection of unspecified site
A49.0,category,I,"Staphylococcal infection, unspecified site",1C41,category,01,Bacterial infection of unspecified site
A49.1,category,I,"Streptococcal and enterococcal infection, unspecified site",1C41,category,01,Bacterial infection of unspecified site
A49.2,category,I,"Haemophilus influenzae infection, unspecified site",1C41,category,01,Bacterial infection of unspecified site
A49.3,category,I,"Mycoplasma infection, unspecified site",1C41,category,01,Bacterial infection of unspecified site
A49.8,category,I,Other bacterial infections of unspecified site,1C41,category,01,Bacterial infection of unspecified site
A49.9,category,I,"Bacterial infection, unspecified",1C41,category,01,Bacterial infection of unspecified site
A49.9,category,I,"Bacterial infection, unspecified",MA15.0,category,21,Bacteraemia
A50-A64,block,I,Infections with a predominantly sexual mode of transmission,1A9Z,category,01,"Predominantly sexually transmitted infections, unspecified"
A50,category,I,Congenital syphilis,1A60.Z,category,01,"Congenital syphilis, unspecified"
A50.0,category,I,"Early congenital syphilis, symptomatic",1A60.0,category,01,"Early congenital syphilis, symptomatic"
A50.1,category,I,"Early congenital syphilis, latent",1A60.1,category,01,"Early congenital syphilis, latent"
A50.2,category,I,"Early congenital syphilis, unspecified",1A60.Z,category,01,"Congenital syphilis, unspecified"
A50.3,category,I,Late congenital syphilitic oculopathy,1A60.2,category,01,Late congenital syphilitic oculopathy
A50.4,category,I,Late congenital neurosyphilis [juvenile neurosyphilis],1A60.3,category,01,Late congenital neurosyphilis
A50.5,category,I,"Other late congenital syphilis, symptomatic",1A60.3/8C03.1,category,01,Late congenital neurosyphilis / Polyneuropathy due to infectious diseases
A50.5,category,I,"Other late congenital syphilis, symptomatic",1A60.4/FB82.Z,category,01,"Other late congenital syphilis, symptomatic / Chondropathies, unspecified"
A50.6,category,I,"Late congenital syphilis, latent",1A60.5,category,01,"Late congenital syphilis, latent"
A50.7,category,I,"Late congenital syphilis, unspecified",1A60.Z,category,01,"Congenital syphilis, unspecified"
A50.9,category,I,"Congenital syphilis, unspecified",1A60.Z,category,01,"Congenital syphilis, unspecified"
A51,category,I,Early syphilis,1A61.Z,category,01,"Early syphilis, unspecified"
A51.0,category,I,Primary genital syphilis,1A61.0,category,01,Primary genital syphilis
A51.1,category,I,Primary anal syphilis,1A61.1,category,01,Primary anal syphilis
A51.2,category,I,Primary syphilis of other sites,1A61.2,category,01,Primary syphilis of other sites
A51.3,category,I,Secondary syphilis of skin and mucous membranes,1A61.3,category,01,Secondary syphilis of skin or mucous membranes
A51.4,category,I,Other secondary syphilis,1A61.4,category,01,Secondary syphilis of other sites
A51.5,category,I,"Early syphilis, latent",1A61.5,category,01,Latent early syphilis
A51.9,category,I,"Early syphilis, unspecified",1A61.Z,category,01,"Early syphilis, unspecified"
A52,category,I,Late syphilis,1A62.Z,category,01,"Late syphilis, unspecified"
A52.0,category,I,Cardiovascular syphilis,1A62.1/BC42.1,category,01,Cardiovascular late syphilis / Infectious myocarditis
A52.1,category,I,Symptomatic neurosyphilis,1A62.01,category,01,Symptomatic late neurosyphilis
A52.2,category,I,Asymptomatic neurosyphilis,1A62.00,category,01,Asymptomatic neurosyphilis
A52.3,category,I,"Neurosyphilis, unspecified",1A62.0Z,category,01,"Neurosyphilis, unspecified"
A52.7,category,I,Other symptomatic late syphilis,1A62.21/FB50.0,category,01,Late syphilis involving the musculoskeletal system / Infectious bursitis
A52.7,category,I,Other symptomatic late syphilis,1A62.2Z,category,01,Symptomatic late syphilis of unspecified site
A52.7,category,I,Other symptomatic late syphilis,1A62.2Y&XA6KU8,category,01,Symptomatic late syphilis of other specified sites [Kidney]
A52.8,category,I,"Late syphilis, latent",1A62.Y,category,01,Other specified late syphilis
A52.9,category,I,"Late syphilis, unspecified",1A62.Z,category,01,"Late syphilis, unspecified"
A53,category,I,Other and unspecified syphilis,1A6Z,category,01,"Syphilis, unspecified"
A53.0,category,I,"Latent syphilis, unspecified as early or late",1A63,category,01,"Latent syphilis, unspecified as early or late"
A53.9,category,I,"Syphilis, unspecified",1A6Z,category,01,"Syphilis, unspecified"
A54,category,I,Gonococcal infection,1A7Z,category,01,"Gonococcal infection, unspecified"
A54.0,category,I,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,1A70.0Z,category,01,"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified"
A54.1,category,I,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,1A70.1,category,01,Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess
A54.2,category,I,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,1A71,category,01,Gonococcal pelviperitonitis
A54.3,category,I,Gonococcal infection of eye,1A72.4,category,01,Gonococcal infection of eye
A54.4,category,I,Gonococcal infection of musculoskeletal system,1A72.0,category,01,Gonococcal infection of musculoskeletal system
A54.4,category,I,Gonococcal infection of musculoskeletal system,1A73,category,01,Disseminated gonococcal infection
A54.5,category,I,Gonococcal pharyngitis,1A72.3,category,01,Gonococcal pharyngitis
A54.6,category,I,Gonococcal infection of anus and rectum,1A72.2,category,01,Gonococcal infection of anus
A54.6,category,I,Gonococcal infection of anus and rectum,1A72.1,category,01,Gonococcal infection of rectum
A54.8,category,I,Other gonococcal infections,1A73,category,01,Disseminated gonococcal infection
A54.8,category,I,Other gonococcal infections,1A71,category,01,Gonococcal pelviperitonitis
A54.9,category,I,"Gonococcal infection, unspecified",1A7Z,category,01,"Gonococcal infection, unspecified"
A55,category,I,Chlamydial lymphogranuloma (venereum),1A80,category,01,Chlamydial lymphogranuloma
A56,category,I,Other sexually transmitted chlamydial diseases,1A81.Z,category,01,Non-ulcerative sexually transmitted chlamydial infection of unspecified site
A56.0,category,I,Chlamydial infection of lower genitourinary tract,1A81.0,category,01,Chlamydial infection of lower genitourinary tract
A56.1,category,I,Chlamydial infection of pelviperitoneum and other genitourinary organs,1A81.1,category,01,Chlamydial infection of internal reproductive organs
A56.2,category,I,"Chlamydial infection of genitourinary tract, unspecified",1A81.0,category,01,Chlamydial infection of lower genitourinary tract
A56.3,category,I,Chlamydial infection of anus and rectum,1A81.Y,category,01,Non-ulcerative sexually transmitted chlamydial infection of other specified site
A56.4,category,I,Chlamydial infection of pharynx,1A81.Y,category,01,Non-ulcerative sexually transmitted chlamydial infection of other specified site
A56.8,category,I,Sexually transmitted chlamydial infection of other sites,1A81.1,category,01,Chlamydial infection of internal reproductive organs
A57,category,I,Chancroid,1A90,category,01,Chancroid
A58,category,I,Granuloma inguinale,1A91,category,01,Granuloma inguinale
A59,category,I,Trichomoniasis,1A92,category,01,Trichomoniasis
A59.0,category,I,Urogenital trichomoniasis,1A92,category,01,Trichomoniasis
A59.8,category,I,Trichomoniasis of other sites,1A92,category,01,Trichomoniasis
A59.9,category,I,"Trichomoniasis, unspecified",1A92,category,01,Trichomoniasis
A60,category,I,Anogenital herpesviral [herpes simplex] infection,1A94.Z,category,01,Anogenital herpes simplex infection without further specification
A60.0,category,I,Herpesviral infection of genitalia and urogenital tract,1A94.0,category,01,Herpes simplex infection of genitalia or urogenital tract
A60.1,category,I,Herpesviral infection of perianal skin and rectum,1A94.1,category,01,Herpes simplex infection of perianal skin or rectum
A60.9,category,I,"Anogenital herpesviral infection, unspecified",1A94.Z,category,01,Anogenital herpes simplex infection without further specification
A63,category,I,"Other predominantly sexually transmitted diseases, not elsewhere classified",1A9Z,category,01,"Predominantly sexually transmitted infections, unspecified"
A63.0,category,I,Anogenital (venereal) warts,1A95.Z,category,01,"Anogenital warts, unspecified"
A63.8,category,I,Other specified predominantly sexually transmitted diseases,1A9Z,category,01,"Predominantly sexually transmitted infections, unspecified"
A63.8,category,I,Other specified predominantly sexually transmitted diseases,1A93,category,01,Sexually transmissible infestations
A64,category,I,Unspecified sexually transmitted disease,1A9Z,category,01,"Predominantly sexually transmitted infections, unspecified"
A65-A69,block,I,Other spirochaetal diseases,1C4Z,category,01,Unspecified bacterial disease
A65,category,I,Nonvenereal syphilis,1C1F,category,01,Endemic non-venereal syphilis
A66,category,I,Yaws,1C1D.Z,category,01,"Yaws, unspecified"
A66.0,category,I,Initial lesions of yaws,1C1D.0,category,01,Primary yaws
A66.1,category,I,Multiple papillomata and wet crab yaws,1C1D.1,category,01,Secondary yaws
A66.2,category,I,Other early skin lesions of yaws,1C1D.1,category,01,Secondary yaws
A66.3,category,I,Hyperkeratosis of yaws,1C1D.1,category,01,Secondary yaws
A66.4,category,I,Gummata and ulcers of yaws,1C1D.2,category,01,Tertiary yaws
A66.5,category,I,Gangosa,1C1D.2,category,01,Tertiary yaws
A66.6,category,I,Bone and joint lesions of yaws,1C1D.1,category,01,Secondary yaws
A66.7,category,I,Other manifestations of yaws,1C1D.1,category,01,Secondary yaws
A66.8,category,I,Latent yaws,1C1D.3,category,01,Latent yaws
A66.9,category,I,"Yaws, unspecified",1C1D.Z,category,01,"Yaws, unspecified"
A67,category,I,Pinta [carate],1C1E.Z,category,01,"Pinta, unspecified"
A67.0,category,I,Primary lesions of pinta,1C1E.0,category,01,Primary lesions of pinta
A67.1,category,I,Intermediate lesions of pinta,1C1E.1,category,01,Intermediate lesions of pinta
A67.2,category,I,Late lesions of pinta,1C1E.2,category,01,Late lesions of pinta
A67.3,category,I,Mixed lesions of pinta,1C1E.3,category,01,Mixed lesions of pinta
A67.9,category,I,"Pinta, unspecified",1C1E.Z,category,01,"Pinta, unspecified"
A68,category,I,Relapsing fevers,1C1J.Z,category,01,"Relapsing fever, unspecified"
A68.0,category,I,Louse-borne relapsing fever,1C1J.1,category,01,Louse-borne relapsing fever
A68.1,category,I,Tick-borne relapsing fever,1C1J.0,category,01,Tick-borne relapsing fever
A68.9,category,I,"Relapsing fever, unspecified",1C1J.Z,category,01,"Relapsing fever, unspecified"
A69,category,I,Other spirochaetal infections,1C4Z,category,01,Unspecified bacterial disease
A69.0,category,I,Necrotizing ulcerative stomatitis,1C1H.Z,category,01,"Necrotising ulcerative gingivitis, unspecified"
A69.1,category,I,Other Vincent infections,1C4Z,category,01,Unspecified bacterial disease
A69.2,category,I,Lyme disease,1C1G.1Z,category,01,"Disseminated Lyme borreliosis, unspecified"
A69.2,category,I,Lyme disease,1C1G.Z,category,01,"Lyme borreliosis, unspecified"
A69.2,category,I,Lyme disease,1C1G.13,category,01,Lyme arthritis
A69.8,category,I,Other specified spirochaetal infections,1C4Z,category,01,Unspecified bacterial disease
A69.9,category,I,"Spirochaetal infection, unspecified",1C4Z,category,01,Unspecified bacterial disease
A70-A74,block,I,Other diseases caused by chlamydiae,1C2Z,category,01,"Diseases due to chlamydiae, unspecified"
A70,category,I,Chlamydia psittaci infection,1C22,category,01,Infections due to Chlamydia psittaci
A71,category,I,Trachoma,1C23.Z,category,01,"Trachoma, unspecified"
A71.0,category,I,Initial stage of trachoma,1C23.0,category,01,Initial stage of trachoma
A71.1,category,I,Active stage of trachoma,1C23.1,category,01,Active stage of trachoma
A71.9,category,I,"Trachoma, unspecified",1C23.Z,category,01,"Trachoma, unspecified"
A74,category,I,Other diseases caused by chlamydiae,1C2Z,category,01,"Diseases due to chlamydiae, unspecified"
A74.0,category,I,Chlamydial conjunctivitis,1C20,category,01,Chlamydial conjunctivitis
A74.8,category,I,Other chlamydial diseases,1C21,category,01,Chlamydial peritonitis
