icd10_code,icd10_desc,icdo4_code,icdo4_desc
C49.22,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",91200/0,Synovial haemangioma
C49.3,Malignant neoplasm of connective and soft tissue of thorax,91200/0,Synovial haemangioma
C49.4,Malignant neoplasm of connective and soft tissue of abdomen,91200/0,Synovial haemangioma
C49.5,Malignant neoplasm of connective and soft tissue of pelvis,91200/0,Synovial haemangioma
C49.6,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",91200/0,Synovial haemangioma
C49.8,Malignant neoplasm of overlapping sites of connective and soft tissue,91200/0,Synovial haemangioma
C49.9,"Malignant neoplasm of connective and soft tissue, unspecified",91200/0,Synovial haemangioma
C49.A,Gastrointestinal stromal tumor,91200/0,Synovial haemangioma
C49.A0,"Gastrointestinal stromal tumor, unspecified site",91200/0,Synovial haemangioma
C49.A1,Gastrointestinal stromal tumor of esophagus,91200/0,Synovial haemangioma
C49.A2,Gastrointestinal stromal tumor of stomach,91200/0,Synovial haemangioma
C49.A3,Gastrointestinal stromal tumor of small intestine,91200/0,Synovial haemangioma
C49.A4,Gastrointestinal stromal tumor of large intestine,91200/0,Synovial haemangioma
C49.A5,Gastrointestinal stromal tumor of rectum,91200/0,Synovial haemangioma
C49.A9,Gastrointestinal stromal tumor of other sites,91200/0,Synovial haemangioma
C40.0,Malignant neoplasm of scapula and long bones of upper limb,91200/0,Haemangioma of bone
C40.00,Malignant neoplasm of scapula and long bones of unspecified upper limb,91200/0,Haemangioma of bone
C40.01,Malignant neoplasm of scapula and long bones of right upper limb,91200/0,Haemangioma of bone
C40.02,Malignant neoplasm of scapula and long bones of left upper limb,91200/0,Haemangioma of bone
C40.1,Malignant neoplasm of short bones of upper limb,91200/0,Haemangioma of bone
C40.10,Malignant neoplasm of short bones of unspecified upper limb,91200/0,Haemangioma of bone
C40.11,Malignant neoplasm of short bones of right upper limb,91200/0,Haemangioma of bone
C40.12,Malignant neoplasm of short bones of left upper limb,91200/0,Haemangioma of bone
C40.2,Malignant neoplasm of long bones of lower limb,91200/0,Haemangioma of bone
C40.20,Malignant neoplasm of long bones of unspecified lower limb,91200/0,Haemangioma of bone
C40.21,Malignant neoplasm of long bones of right lower limb,91200/0,Haemangioma of bone
C40.22,Malignant neoplasm of long bones of left lower limb,91200/0,Haemangioma of bone
C40.3,Malignant neoplasm of short bones of lower limb,91200/0,Haemangioma of bone
C40.30,Malignant neoplasm of short bones of unspecified lower limb,91200/0,Haemangioma of bone
C40.31,Malignant neoplasm of short bones of right lower limb,91200/0,Haemangioma of bone
C40.32,Malignant neoplasm of short bones of left lower limb,91200/0,Haemangioma of bone
C40.8,Malignant neoplasm of overlapping sites of bone and articular cartilage of limb,91200/0,Haemangioma of bone
C40.80,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,91200/0,Haemangioma of bone
C40.81,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,91200/0,Haemangioma of bone
C40.82,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,91200/0,Haemangioma of bone
C40.9,Malignant neoplasm of unspecified bones and articular cartilage of limb,91200/0,Haemangioma of bone
C40.90,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,91200/0,Haemangioma of bone
C40.91,Malignant neoplasm of unspecified bones and articular cartilage of right limb,91200/0,Haemangioma of bone
C40.92,Malignant neoplasm of unspecified bones and articular cartilage of left limb,91200/0,Haemangioma of bone
C41.0,Malignant neoplasm of bones of skull and face,91200/0,Haemangioma of bone
C41.1,Malignant neoplasm of mandible,91200/0,Haemangioma of bone
C41.2,Malignant neoplasm of vertebral column,91200/0,Haemangioma of bone
C41.3,"Malignant neoplasm of ribs, sternum and clavicle",91200/0,Haemangioma of bone
C41.4,"Malignant neoplasm of pelvic bones, sacrum and coccyx",91200/0,Haemangioma of bone
C41.9,"Malignant neoplasm of bone and articular cartilage, unspecified",91200/0,Haemangioma of bone
C22.0,Liver cell carcinoma,9120D/0,Hepatic small vessel neoplasm
C49.0,"Malignant neoplasm of connective and soft tissue of head, face and neck",91231/0,"Arteriovenous malformation, deep-seated"
C49.1,"Malignant neoplasm of connective and soft tissue of upper limb, including shoulder",91231/0,"Arteriovenous malformation, deep-seated"
C49.10,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",91231/0,"Arteriovenous malformation, deep-seated"
C49.11,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",91231/0,"Arteriovenous malformation, deep-seated"
C49.12,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",91231/0,"Arteriovenous malformation, deep-seated"
C49.2,"Malignant neoplasm of connective and soft tissue of lower limb, including hip",91231/0,"Arteriovenous malformation, deep-seated"
C49.20,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",91231/0,"Arteriovenous malformation, deep-seated"
C49.21,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",91231/0,"Arteriovenous malformation, deep-seated"
C49.22,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",91231/0,"Arteriovenous malformation, deep-seated"
C49.3,Malignant neoplasm of connective and soft tissue of thorax,91231/0,"Arteriovenous malformation, deep-seated"
C49.4,Malignant neoplasm of connective and soft tissue of abdomen,91231/0,"Arteriovenous malformation, deep-seated"
C49.5,Malignant neoplasm of connective and soft tissue of pelvis,91231/0,"Arteriovenous malformation, deep-seated"
C49.6,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",91231/0,"Arteriovenous malformation, deep-seated"
C49.8,Malignant neoplasm of overlapping sites of connective and soft tissue,91231/0,"Arteriovenous malformation, deep-seated"
C49.9,"Malignant neoplasm of connective and soft tissue, unspecified",91231/0,"Arteriovenous malformation, deep-seated"
C49.A,Gastrointestinal stromal tumor,91231/0,"Arteriovenous malformation, deep-seated"
C49.A0,"Gastrointestinal stromal tumor, unspecified site",91231/0,"Arteriovenous malformation, deep-seated"
C49.A1,Gastrointestinal stromal tumor of esophagus,91231/0,"Arteriovenous malformation, deep-seated"
C49.A2,Gastrointestinal stromal tumor of stomach,91231/0,"Arteriovenous malformation, deep-seated"
C49.A3,Gastrointestinal stromal tumor of small intestine,91231/0,"Arteriovenous malformation, deep-seated"
C49.A4,Gastrointestinal stromal tumor of large intestine,91231/0,"Arteriovenous malformation, deep-seated"
C49.A5,Gastrointestinal stromal tumor of rectum,91231/0,"Arteriovenous malformation, deep-seated"
C49.A9,Gastrointestinal stromal tumor of other sites,91231/0,"Arteriovenous malformation, deep-seated"
C44.0,Other and unspecified malignant neoplasm of skin of lip,91232/0,"Arteriovenous malformation, cutaneous"
C44.00,Unspecified malignant neoplasm of skin of lip,91232/0,"Arteriovenous malformation, cutaneous"
C44.01,Basal cell carcinoma of skin of lip,91232/0,"Arteriovenous malformation, cutaneous"
C44.02,Squamous cell carcinoma of skin of lip,91232/0,"Arteriovenous malformation, cutaneous"
C44.09,Other specified malignant neoplasm of skin of lip,91232/0,"Arteriovenous malformation, cutaneous"
C44.1,"Other and unspecified malignant neoplasm of skin of eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.10,"Unspecified malignant neoplasm of skin of eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.101,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.102,"Unspecified malignant neoplasm of skin of right eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1021,"Unspecified malignant neoplasm of skin of right upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1022,"Unspecified malignant neoplasm of skin of right lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.109,"Unspecified malignant neoplasm of skin of left eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1091,"Unspecified malignant neoplasm of skin of left upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1092,"Unspecified malignant neoplasm of skin of left lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.11,"Basal cell carcinoma of skin of eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.111,"Basal cell carcinoma of skin of unspecified eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.112,"Basal cell carcinoma of skin of right eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1121,"Basal cell carcinoma of skin of right upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1122,"Basal cell carcinoma of skin of right lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.119,"Basal cell carcinoma of skin of left eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1191,"Basal cell carcinoma of skin of left upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1192,"Basal cell carcinoma of skin of left lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.12,"Squamous cell carcinoma of skin of eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.121,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.122,"Squamous cell carcinoma of skin of right eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1221,"Squamous cell carcinoma of skin of right upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1222,"Squamous cell carcinoma of skin of right lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.129,"Squamous cell carcinoma of skin of left eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1291,"Squamous cell carcinoma of skin of left upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1292,"Squamous cell carcinoma of skin of left lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.13,"Sebaceous cell carcinoma of skin of eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.131,"Sebaceous cell carcinoma of skin of unspecified eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.132,"Sebaceous cell carcinoma of skin of right eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1321,"Sebaceous cell carcinoma of skin of right upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1322,"Sebaceous cell carcinoma of skin of right lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.139,"Sebaceous cell carcinoma of skin of left eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1391,"Sebaceous cell carcinoma of skin of left upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1392,"Sebaceous cell carcinoma of skin of left lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.19,"Other specified malignant neoplasm of skin of eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.191,"Other specified malignant neoplasm of skin of unspecified eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.192,"Other specified malignant neoplasm of skin of right eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1921,"Other specified malignant neoplasm of skin of right upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1922,"Other specified malignant neoplasm of skin of right lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.199,"Other specified malignant neoplasm of skin of left eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1991,"Other specified malignant neoplasm of skin of left upper eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.1992,"Other specified malignant neoplasm of skin of left lower eyelid, including canthus",91232/0,"Arteriovenous malformation, cutaneous"
C44.2,Other and unspecified malignant neoplasm of skin of ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.20,Unspecified malignant neoplasm of skin of ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.201,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.202,Unspecified malignant neoplasm of skin of right ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.209,Unspecified malignant neoplasm of skin of left ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.21,Basal cell carcinoma of skin of ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.211,Basal cell carcinoma of skin of unspecified ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.212,Basal cell carcinoma of skin of right ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.219,Basal cell carcinoma of skin of left ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.22,Squamous cell carcinoma of skin of ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.221,Squamous cell carcinoma of skin of unspecified ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.222,Squamous cell carcinoma of skin of right ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
C44.229,Squamous cell carcinoma of skin of left ear and external auricular canal,91232/0,"Arteriovenous malformation, cutaneous"
